Item_Number,Zone,Pcid
101074373,114,36022894
101074373,99,36022879
101094382,100,36033314
101094382,101,36033316
101094382,102,36033318
101094382,103,36033320
101094382,104,36033322
101094382,105,36033324
101094382,106,36033326
101094382,107,36033328
101094382,108,36033330
101094382,109,36033332
101094382,110,36033334
101094382,111,36033336
101094382,112,36033338
101094382,113,36033340
101094382,114,36033342
101094382,99,36033312
101094622,100,36033520
101094622,101,36033521
101094622,102,36033522
101094622,103,36033523
101094622,104,36033524
101094622,105,36033525
101094622,106,36033526
101094622,107,36033527
101094622,108,36033528
101094622,109,36033529
101094622,110,36033530
101094622,111,36033531
101094622,112,36033532
101094622,113,36033533
101094622,114,36033534
101094622,99,36033519
101094798,100,36033104
101094798,101,36033105
101094798,102,36033106
101094798,103,36033107
101094798,104,36033108
101094798,105,36033109
101094798,106,36033110
101094798,107,36033111
101094798,108,36033112
101094798,109,36033113
101094798,110,36033114
101094798,111,36033115
101094798,112,36033116
101094798,113,36033117
101094798,114,36033118
101094798,99,36033103
101102247,100,36023872
101102247,101,36023873
101102247,102,36023874
101102247,103,36023875
101102247,104,36023876
101102247,105,36023877
101102247,106,36023878
101102247,107,36023879
101102247,108,36023880
101102247,109,36023881
101102247,110,36023882
101102247,111,36023883
101102247,112,36023884
101102247,113,36023885
101102247,114,36023886
101102247,99,36023871
101102299,100,36023888
101102299,101,36023889
101102299,102,36023890
101102299,103,36023891
101102299,104,36023892
101102299,105,36023893
101102299,106,36023894
101102299,107,36023895
101102299,108,36023896
101102299,109,36023897
101102299,110,36023898
101102299,111,36023899
101102299,112,36023900
101102299,113,36023901
101102299,114,36023902
101102299,99,36023887
101102301,100,36023904
101102301,101,36023905
101102301,102,36023906
101102301,103,36023907
101102301,104,36023908
101102301,105,36023909
101102301,106,36023910
101102301,107,36023911
101102301,108,36023912
101102301,109,36023913
101102301,110,36023914
101102301,111,36023915
101102301,112,36023916
101102301,113,36023917
101102301,114,36023918
101102301,99,36023903
101109723,100,36026608
101109723,101,36026609
101109723,102,36026610
101109723,103,36026611
101109723,104,36026612
101109723,105,36026613
101109723,106,36026614
101109723,107,36026615
101109723,108,36026616
101109723,109,36026617
101109723,110,36026618
101109723,111,36026619
101109723,112,36026620
101109723,113,36026621
101109723,114,36026622
101109723,99,36026607
101109728,100,36026528
101109728,101,36026529
101109728,102,36026530
101109728,103,36026531
101109728,104,36026532
101109728,105,36026533
101109728,106,36026534
101109728,107,36026535
101109728,108,36026536
101109728,109,36026537
101109728,110,36026538
101109728,111,36026539
101109728,112,36026540
101109728,113,36026541
101109728,114,36026542
101109728,99,36026527
101133548,100,36024224
101133548,101,36024225
101133548,102,36024226
101133548,103,36024227
101133548,104,36024228
101133548,105,36024229
101133548,106,36024230
101133548,107,36024231
101133548,108,36024232
101133548,109,36024233
101133548,110,36024234
101133548,111,36024235
101133548,112,36024236
101133548,113,36024237
101133548,114,36024238
101133548,99,36024223
101152380,100,36023024
101152380,101,36023025
101152380,102,36023026
101152380,103,36023027
101152380,104,36023028
101152380,105,36023029
101152380,106,36023030
101152380,107,36023031
101152380,108,36023032
101152380,109,36023033
101152380,110,36023034
101152380,111,36023035
101152380,112,36023036
101152380,113,36023037
101152380,114,36023038
101152380,99,36023023
101155080,100,36023104
101155080,101,36023105
101155080,102,36023106
101155080,103,36023107
101155080,104,36023108
101155080,105,36023109
101155080,106,36023110
101155080,107,36023111
101155080,108,36023112
101155080,109,36023113
101155080,110,36023114
101155080,111,36023115
101155080,112,36023116
101155080,113,36023117
101155080,114,36023118
101155080,99,36023103
101159692,100,36026626
101159692,101,36026628
101159692,102,36026630
101159692,103,36026632
101159692,104,36026634
101159692,105,36026636
101159692,106,36026638
101159692,107,36026640
101159692,108,36026642
101159692,109,36026644
101159692,110,36026646
101159692,111,36026648
101159692,112,36026650
101159692,113,36026652
101159692,114,36026654
101159692,99,36026624
101159697,100,36026688
101159697,101,36026689
101159697,102,36026690
101159697,103,36026691
101159697,104,36026692
101159697,105,36026693
101159697,106,36026694
101159697,107,36026695
101159697,108,36026696
